Indicator,Label_1,Label_2,X1_id,X2_id
1,Experimental,Hip-Hop,46238,64517
1,Folk,Rock,104010,256
1,Rock,Experimental,13325,615
0,Electronic,Electronic,115722,39607
1,Electronic,Experimental,23016,82886
0,Instrumental,Instrumental,126408,75436
1,Instrumental,Hip-Hop,132678,143290
1,Instrumental,International,122621,131950
1,Experimental,International,46238,6354
1,Rock,Instrumental,107506,125612
1,Pop,Electronic,53591,93940
1,Electronic,Hip-Hop,133016,64516
1,Experimental,Hip-Hop,29744,91312
1,Electronic,International,108339,14602
1,Electronic,Hip-Hop,116878,43867
1,Instrumental,Folk,122621,129439
1,Instrumental,Experimental,120320,128879
1,Hip-Hop,Electronic,144170,85346
1,Electronic,Instrumental,133024,20366
0,Electronic,Electronic,26629,39607
1,Hip-Hop,Experimental,121312,43691
1,Instrumental,Experimental,133441,139330
1,International,Hip-Hop,19459,75749
0,Experimental,Experimental,104434,7393
1,Instrumental,International,126717,36273
1,Electronic,International,47070,73768
1,International,Instrumental,121913,145457
1,Pop,Folk,37324,72046
1,Folk,International,126489,59685
1,Hip-Hop,Experimental,43867,68549
1,Rock,Experimental,112734,92565
1,Instrumental,Rock,139003,40984
1,Experimental,Hip-Hop,125239,143290
1,Electronic,International,140926,54442
0,Instrumental,Instrumental,123485,81782
1,Electronic,Experimental,104283,83960
1,Pop,Experimental,11199,29744
1,Pop,Electronic,127298,55782
1,Pop,Folk,107046,53589
1,Folk,Hip-Hop,126786,91309
0,Instrumental,Instrumental,120771,133447
1,Instrumental,Pop,75433,87190
1,Pop,Electronic,129372,85291
0,Hip-Hop,Hip-Hop,12526,97569
1,Rock,Hip-Hop,57500,97569
0,Rock,Rock,96718,99260
1,Electronic,Instrumental,110690,120320
1,Rock,Experimental,138060,615
1,Experimental,International,118195,51992
1,Electronic,Folk,124752,93704
1,International,Folk,53302,78213
1,Instrumental,Pop,113789,90587
1,Electronic,Experimental,124752,137551
1,Rock,Pop,117885,90587
1,Folk,Electronic,3708,39607
1,Hip-Hop,Instrumental,108837,123468
1,Pop,Folk,46736,53589
1,Pop,Instrumental,11198,75429
1,Electronic,Instrumental,133016,75436
1,Instrumental,International,114535,133836
1,Instrumental,Electronic,139003,52647
1,Rock,Electronic,38557,69193
1,Hip-Hop,International,11791,131950
1,Instrumental,International,120328,59685
1,Instrumental,Pop,114006,54666
1,Electronic,International,48437,91179
1,Experimental,Rock,102092,26639
1,International,Hip-Hop,115269,91312
0,Instrumental,Instrumental,133551,81782
1,Experimental,Electronic,104434,110103
1,Instrumental,International,133447,53302
1,Hip-Hop,Experimental,71691,9721
1,Pop,International,138062,53724
0,Rock,Rock,10668,86419
1,Folk,Electronic,110927,21422
1,Hip-Hop,International,121312,59658
1,Rock,Instrumental,122088,130991
1,Rock,Instrumental,122088,133561
1,International,Rock,129816,70402
1,Instrumental,Folk,125612,54062
1,Pop,International,108461,80687
1,Experimental,Electronic,119063,133016
1,Folk,Rock,107571,126670
0,Rock,Rock,141878,96718
0,Pop,Pop,111385,127294
1,Rock,Experimental,120518,18112
1,Hip-Hop,Pop,142671,67357
0,Pop,Pop,120189,22478
1,Experimental,Instrumental,127155,75429
1,Instrumental,Electronic,120776,64537
1,Experimental,International,43063,43594
1,Electronic,Pop,104284,54666
1,Instrumental,Electronic,119895,47070
1,Instrumental,Rock,119895,9559
1,Electronic,Rock,21422,48015
1,Rock,International,129969,59685
1,Folk,Pop,126778,27550
1,Hip-Hop,Electronic,24424,99135
1,International,Instrumental,117942,95725
1,Instrumental,Hip-Hop,133551,89860
1,Electronic,Hip-Hop,72215,89447
1,Electronic,Experimental,64538,74380
1,International,Experimental,14602,86081
1,Electronic,Rock,127263,57500
1,Pop,International,107046,59718
1,Hip-Hop,Pop,110772,126362
1,Pop,Folk,22478,78213
1,Folk,Experimental,126778,88486
1,Instrumental,Pop,143239,59449
1,Experimental,Instrumental,141972,97283
1,Pop,Instrumental,39661,75436
1,International,Rock,117942,57500
1,Hip-Hop,International,64517,80773
1,Folk,Hip-Hop,113359,123440
1,Hip-Hop,Pop,109686,62751
1,International,Rock,110449,120518
0,Electronic,Electronic,115392,121452
1,Hip-Hop,Electronic,121312,40725
1,International,Folk,121913,76437
1,Pop,Electronic,126426,84264
1,International,Electronic,107184,85291
0,Electronic,Electronic,110103,69732
1,Instrumental,Hip-Hop,75429,89860
1,Rock,Folk,10668,76437
0,Instrumental,Instrumental,116099,52446
1,Pop,Electronic,111385,140926
1,Instrumental,Hip-Hop,116467,98573
1,Instrumental,Hip-Hop,143305,149118
1,Electronic,Hip-Hop,26859,43867
1,Instrumental,Electronic,133449,69732
1,Rock,International,108967,115269
0,Rock,Rock,108967,129969
1,Instrumental,Folk,114535,126786
1,Electronic,Experimental,135986,82886
0,Experimental,Experimental,29744,74380
0,Pop,Pop,54666,96944
1,Pop,Electronic,107046,133024
1,Hip-Hop,International,75749,80773
1,International,Rock,121913,86419
1,Pop,Instrumental,62751,75429
1,Folk,Instrumental,45517,80515
1,Instrumental,Rock,123484,129969
1,Electronic,Folk,13708,78213
0,Instrumental,Instrumental,125612,133449
1,Hip-Hop,Electronic,109686,125999
1,Hip-Hop,Electronic,142671,21422
1,Experimental,International,102092,53302
1,Rock,Hip-Hop,87152,98569
1,International,Electronic,142569,85346
1,Electronic,Hip-Hop,69732,89847
1,Pop,Folk,148585,61012
1,Folk,Experimental,47865,92565
0,Instrumental,Instrumental,123485,132675
1,Instrumental,Rock,108021,110410
0,International,International,59658,59685
1,Rock,Folk,106948,212
0,Folk,Folk,210,68852
1,Folk,Electronic,127190,97961
0,Experimental,Experimental,112781,44853
1,Rock,Pop,117885,91162
0,Hip-Hop,Hip-Hop,142671,64516
1,Pop,Hip-Hop,121735,71691
1,Experimental,Pop,135054,50272
1,Instrumental,Experimental,143305,44354
1,Folk,Experimental,126489,44853
1,Hip-Hop,International,123440,59718
1,Electronic,Hip-Hop,114062,64516
1,Instrumental,International,120302,134935
1,Electronic,Folk,110103,140790
0,Folk,Folk,125192,126778
1,Experimental,Electronic,118195,124917
1,Rock,Electronic,114397,140260
1,Pop,Instrumental,51265,93917
1,Pop,Hip-Hop,37324,89447
1,Folk,Rock,131900,50448
1,Electronic,Pop,133024,96944
1,International,Folk,131941,212
1,Electronic,International,140260,6385
1,Instrumental,International,133441,36273
1,Rock,International,141878,98656
1,International,Experimental,152254,74380
1,Instrumental,Rock,120320,87152
1,Electronic,Rock,108525,50448
1,Pop,Electronic,148585,48437
1,Instrumental,Folk,141293,40244
1,International,Hip-Hop,6385,78984
1,Folk,Experimental,12490,9721
0,Instrumental,Instrumental,126717,132678
1,Instrumental,Folk,120773,210
1,Rock,Hip-Hop,129969,78849
1,Experimental,Hip-Hop,135054,146724
1,Rock,International,117885,14602
1,International,Experimental,115271,7393
1,Experimental,Instrumental,137551,141290
1,Rock,Electronic,256,26629
1,Experimental,Electronic,40122,85291
0,Hip-Hop,Hip-Hop,107020,72468
1,Pop,International,50272,6342
1,International,Hip-Hop,19459,91312
1,Hip-Hop,Electronic,11777,133016
1,Rock,Instrumental,108297,126018
1,Pop,International,11199,62189
1,International,Pop,113276,55289
1,Pop,Instrumental,121594,123468
0,International,International,56465,59657
1,Pop,Experimental,41820,88486
1,Rock,Experimental,108967,135054
0,Electronic,Electronic,13708,55786
1,Instrumental,Rock,126018,6788
1,International,Folk,131941,136134
1,Rock,Instrumental,112733,20366
1,Hip-Hop,International,110772,113699
0,Experimental,Experimental,109106,74391
1,Electronic,Folk,40725,68854
1,Hip-Hop,Electronic,134825,84198
1,Rock,International,129969,4102
1,Folk,International,11059,62189
1,Experimental,Pop,128879,77564
1,Electronic,International,110690,54442
1,Electronic,Rock,114062,72290
1,Rock,Pop,10668,59449
0,Folk,Folk,126778,127190
1,Experimental,Electronic,43063,97961
1,Hip-Hop,Rock,146152,32081
1,Instrumental,Folk,123485,54062
1,Rock,International,32081,98656
1,Instrumental,International,120776,98656
1,Rock,International,13325,134956
1,Folk,Experimental,126489,7393
0,Pop,Pop,126406,27802
1,Electronic,Instrumental,140934,141290
1,Folk,Instrumental,109906,14583
1,Rock,Electronic,137998,140260
1,Electronic,Experimental,115722,44804
1,Experimental,Rock,135054,70402
0,International,International,131950,134956
1,Folk,Hip-Hop,40244,43867
1,Hip-Hop,Electronic,108837,112490
1,Instrumental,Pop,120773,90587
1,Folk,Electronic,210,21422
1,Folk,Electronic,110927,115392
1,Folk,International,110927,62189
1,Electronic,Folk,73565,84157
1,Hip-Hop,Experimental,34167,80611
1,Folk,Pop,10443,32336
1,Pop,Instrumental,13362,143305
1,Pop,Experimental,120189,125239
1,International,Hip-Hop,19459,89860
1,Instrumental,International,128886,73768
0,Electronic,Electronic,104283,124917
1,Instrumental,Pop,123484,148585
1,Folk,Experimental,49846,615
1,Instrumental,Experimental,133561,44804
1,Electronic,Experimental,56802,82886
1,Rock,International,112733,27194
1,Hip-Hop,Electronic,150288,29043
1,Folk,Rock,104010,117885
0,International,International,129816,98300
1,Rock,Instrumental,131657,133551
1,Instrumental,International,128886,98300
1,Electronic,Hip-Hop,147191,75749
0,Experimental,Experimental,102092,137551
0,International,International,43594,60548
1,Rock,Pop,10668,127181
1,Folk,Hip-Hop,47662,89178
1,Rock,International,129969,98348
1,Rock,Hip-Hop,138060,143290
0,Folk,Folk,126748,81085
1,Pop,Folk,27802,93075
0,Instrumental,Instrumental,80515,81782
1,Instrumental,Electronic,123485,72215
1,Instrumental,Pop,113789,68355
1,Folk,Pop,126778,77564
1,Rock,Folk,114413,72046
0,Rock,Rock,106567,70402
1,Instrumental,International,122621,134956
1,Instrumental,Hip-Hop,141290,24424
1,Electronic,Pop,110103,111385
1,International,Electronic,131950,57417
1,Folk,International,11059,31888
1,International,Experimental,107184,20424
0,Folk,Folk,12046,93075
1,Electronic,Folk,110103,58135
1,Rock,Experimental,112733,124870
1,International,Pop,113271,22475
1,Pop,International,32328,59718
0,Electronic,Electronic,71508,97961
1,Folk,Rock,10381,129969
1,Rock,Hip-Hop,70402,98617
1,Hip-Hop,International,34167,91179
0,Folk,Folk,12484,84157
1,Electronic,Pop,140260,32328
1,Instrumental,International,119895,53302
1,Experimental,Rock,43691,74908
1,Hip-Hop,International,11777,152254
1,Pop,Experimental,127294,44853
1,Hip-Hop,Experimental,123440,46238
1,International,Folk,107184,116706
1,Electronic,Folk,116880,12046
0,Instrumental,Instrumental,120771,143305
1,Rock,Folk,13325,134981
1,Pop,International,127294,80696
1,Hip-Hop,Experimental,24428,74391
1,Instrumental,Rock,118068,88900
1,Hip-Hop,Electronic,72786,73565
1,International,Hip-Hop,6385,89847
1,Experimental,Folk,134094,136134
1,Hip-Hop,Experimental,24428,86081
1,Instrumental,Pop,133561,86119
1,Experimental,Hip-Hop,127155,146152
1,Folk,Rock,126778,129969
1,Instrumental,Pop,141293,85956
1,Rock,Pop,74908,77564
1,Experimental,Pop,119097,85956
1,Rock,Experimental,112733,118195
1,International,Pop,117942,126426
1,Rock,International,106877,56465
1,International,Hip-Hop,59658,71252
1,Pop,Experimental,127181,40122
1,Pop,Rock,68355,87152
1,Hip-Hop,Experimental,150288,48863
1,Hip-Hop,Instrumental,108837,132678
1,Pop,Hip-Hop,127181,144170
1,Rock,Folk,3766,85967
1,Experimental,Electronic,125239,64538
1,Instrumental,Electronic,116467,40725
1,Hip-Hop,Electronic,147267,84264
1,Hip-Hop,Instrumental,108495,123484
1,Pop,Folk,67760,88858
1,Electronic,Hip-Hop,114282,71230
1,Pop,Hip-Hop,120189,123440
1,Electronic,Hip-Hop,55782,71230
1,Pop,Experimental,39658,74380
1,Pop,International,127294,142569
1,Electronic,Rock,140934,72290
0,Rock,Rock,106948,143220
0,Hip-Hop,Hip-Hop,108495,75749
1,Rock,Folk,112733,140790
1,Experimental,Electronic,68549,84198
1,Experimental,Folk,68549,73675
1,Electronic,Hip-Hop,84198,89860
0,Instrumental,Instrumental,119895,133440
0,Hip-Hop,Hip-Hop,107020,98617
1,Instrumental,Hip-Hop,122621,142671
1,Folk,Rock,129439,88900
1,Folk,Hip-Hop,67764,98617
1,Rock,Instrumental,122080,123484
1,Experimental,International,119379,53302
0,Folk,Folk,127190,54297
1,Hip-Hop,Pop,121312,52393
1,Experimental,Instrumental,615,75433
1,Folk,Rock,47865,87152
1,Pop,Rock,107046,256
1,Rock,Folk,112733,68854
1,Pop,Instrumental,62751,75433
1,Instrumental,Experimental,133441,46238
1,Rock,International,26638,54443
0,International,International,129874,4102
1,International,Hip-Hop,59658,71230
1,Hip-Hop,Pop,11777,121735
1,Folk,Hip-Hop,125192,91309
1,Experimental,Folk,119063,12052
1,Rock,Instrumental,106876,116467
1,Rock,Electronic,108297,48437
1,Instrumental,Pop,116099,41820
1,Hip-Hop,International,34167,43594
1,Instrumental,Pop,132675,62751
1,Hip-Hop,Experimental,111934,92565
1,Hip-Hop,Pop,24428,86119
1,Folk,Rock,125192,70402
1,Rock,Folk,129969,54297
1,Rock,Hip-Hop,143220,56496
1,Experimental,International,128879,129816
0,International,International,129887,38777
1,Rock,Hip-Hop,1270,78849
1,International,Hip-Hop,60548,78849
1,Folk,Experimental,126778,134631
1,Electronic,Instrumental,47070,80515
1,Electronic,Experimental,110690,134094
1,Pop,Hip-Hop,127298,24428
1,Electronic,Pop,52647,53591
1,Instrumental,Electronic,120320,85346
1,International,Instrumental,129874,143305
0,Pop,Pop,126426,90589
1,International,Hip-Hop,152254,71230
1,Pop,Experimental,108461,74391
1,Hip-Hop,Electronic,37416,40725
1,Folk,Hip-Hop,12484,134825
1,Electronic,Experimental,40845,44791
1,Experimental,Hip-Hop,40161,91309
1,Instrumental,International,123485,54442
1,Instrumental,Experimental,131325,38893
1,Rock,Hip-Hop,72290,75749
1,Experimental,Instrumental,109106,75429
1,Hip-Hop,Instrumental,11791,126018
1,Folk,Pop,11059,142551
1,Experimental,Folk,102092,140790
0,Hip-Hop,Hip-Hop,43867,72468
1,Electronic,Rock,121452,19187
1,Instrumental,Hip-Hop,139777,71252
1,Hip-Hop,International,123440,91179
1,Instrumental,Hip-Hop,123485,37416
1,Hip-Hop,Pop,130710,68355
1,Rock,International,137998,43589
1,Hip-Hop,Experimental,17496,44853
1,Instrumental,Electronic,123485,29816
0,International,International,33070,59657
1,Hip-Hop,Folk,50264,88858
1,International,Experimental,117942,119097
1,Hip-Hop,Instrumental,111934,75433
1,International,Folk,113699,61012
1,Pop,Rock,129372,129969
1,Pop,Experimental,11199,8416
1,International,Hip-Hop,129816,17496
1,Instrumental,Folk,128886,68854
1,International,Instrumental,62189,81782
1,International,Pop,59664,69182
1,Instrumental,Experimental,126408,92887
1,Folk,Experimental,110927,83960
1,Folk,Pop,210,86119
1,Pop,Folk,108461,61012
0,Instrumental,Instrumental,120320,52446
1,Experimental,International,125239,27194
1,Experimental,Electronic,20424,57417
1,Electronic,International,23016,59657
1,Instrumental,International,120773,59685
1,Hip-Hop,Electronic,6610,69732
1,Folk,Instrumental,61012,75436
1,Electronic,Rock,21167,26639
1,Electronic,Rock,140926,143220
1,Pop,Rock,51260,91455
1,Instrumental,Experimental,14583,92887
0,International,International,113276,38777
1,Instrumental,Rock,121661,7495
1,Pop,Instrumental,11198,114006
0,Experimental,Experimental,7379,7393
1,Electronic,International,104284,31888
1,Instrumental,Rock,122631,74908
1,Experimental,Hip-Hop,38893,75749
1,Rock,International,110410,6342
1,Rock,Folk,48015,76437
0,Electronic,Electronic,124917,26629
1,Pop,Folk,108461,140790
1,Folk,Rock,107571,256
1,Rock,Hip-Hop,114413,64517
1,Pop,Folk,107046,93075
1,Rock,Electronic,137998,21422
1,International,Rock,121913,96718
1,Instrumental,Experimental,120302,135054
1,Rock,International,126670,133836
1,Instrumental,Folk,130991,72046
1,Experimental,Hip-Hop,137551,78984
1,Pop,International,41820,56465
1,Pop,Rock,120189,42310
1,Instrumental,Experimental,120771,128879
1,Rock,International,106876,6396
1,Rock,International,106567,107184
1,Rock,Instrumental,108967,121661
1,Experimental,Hip-Hop,18112,75749
1,Electronic,Rock,23016,91455
1,International,Folk,24747,42659
1,Experimental,Instrumental,119379,139777
1,Instrumental,Pop,122621,35608
0,Experimental,Experimental,7393,92565
1,Electronic,Instrumental,112490,80515
1,Pop,Rock,46736,57500
1,Folk,Electronic,125192,93940
1,Instrumental,Hip-Hop,120771,143290
0,Experimental,Experimental,119379,80611
1,Rock,Electronic,14742,23016
0,Rock,Rock,107506,62337
1,Electronic,Rock,23016,48015
1,Folk,Experimental,131900,88486
1,Electronic,Pop,108525,37324
1,Electronic,Rock,26859,7495
1,Instrumental,International,143239,33422
1,Instrumental,International,119895,98300
1,Rock,Pop,120518,126103
1,Hip-Hop,Experimental,14391,69002
1,Instrumental,Folk,130991,61012
1,Electronic,Experimental,21422,8416
1,Hip-Hop,Instrumental,103800,52446
1,Folk,Pop,12052,22478
1,Pop,Instrumental,39658,80518
1,Pop,Instrumental,148585,93917
1,Instrumental,Electronic,133441,27406
1,Rock,International,26639,33070
1,Experimental,Electronic,9721,97961
1,Electronic,Hip-Hop,115392,130710
1,Folk,Pop,104010,129372
1,Electronic,Folk,124752,85967
1,Rock,Instrumental,106567,108021
1,Experimental,Hip-Hop,119097,134825
1,Instrumental,Pop,126885,86119
1,Rock,Pop,122080,37324
1,Instrumental,Experimental,120302,134643
1,Pop,International,111389,117942
1,Experimental,International,119379,53724
1,Rock,Pop,13325,39658
1,Electronic,Rock,29043,32081
1,Electronic,Rock,73565,74908
1,Instrumental,Rock,130993,131657
1,Folk,International,116706,25802
1,Instrumental,Experimental,116099,7379
1,Instrumental,Electronic,120302,133016
1,International,Experimental,25802,88486
1,Rock,Instrumental,114413,120328
1,International,Experimental,53724,92565
1,Electronic,Rock,126899,13325
1,Instrumental,International,119895,129887
0,Instrumental,Instrumental,115473,133449
1,Folk,Hip-Hop,109906,12526
1,Electronic,Folk,126899,47662
0,Experimental,Experimental,149776,29744
0,Pop,Pop,129372,69182
1,Hip-Hop,Rock,89860,99260
1,Pop,Instrumental,13362,143239
1,Experimental,Rock,29744,96718
1,Rock,Instrumental,38557,52446
1,Rock,Pop,26639,85956
1,Electronic,International,71508,98300
1,International,Hip-Hop,43594,71691
1,Instrumental,Folk,123485,91933
1,Pop,Rock,127294,19187
1,Electronic,Rock,26651,48015
1,Experimental,Electronic,124870,125999
1,Rock,Hip-Hop,1270,132961
1,Experimental,Rock,102092,110410
1,Instrumental,Pop,122621,53591
1,Pop,Folk,126426,42659
1,Rock,Hip-Hop,141878,89447
1,Hip-Hop,Pop,72786,90587
1,Pop,Hip-Hop,39658,50264
1,Electronic,Hip-Hop,26629,43867
1,Folk,Experimental,47865,74380
0,International,International,113276,115271
1,Instrumental,International,115473,33422
1,Electronic,International,110690,117942
1,Instrumental,Hip-Hop,126717,128666
1,Experimental,Folk,109106,81085
1,Experimental,Electronic,134631,97961
1,Hip-Hop,Experimental,108846,137551
1,Instrumental,Hip-Hop,126408,14391
1,Pop,Folk,90587,93075
1,International,Pop,4233,91158
0,Pop,Pop,126406,67760
1,Electronic,Pop,47070,86119
1,Instrumental,Pop,120773,39530
1,Pop,Electronic,51265,52647
1,Experimental,Pop,139330,69182
1,Hip-Hop,Pop,108846,91158
1,Experimental,Rock,46238,6788
1,Instrumental,Folk,120302,212
0,Folk,Folk,110927,93704
1,Electronic,Pop,135986,96944
0,International,International,27194,54443
1,Instrumental,Experimental,116467,88486
1,Pop,Experimental,108461,86081
1,Rock,Pop,108967,27550
1,Instrumental,International,14583,80687
1,Instrumental,Experimental,114535,119063
1,Folk,International,150063,98656
1,Rock,Pop,13325,87190
1,Pop,International,108461,142569
1,Hip-Hop,Rock,11777,96718
1,Rock,Hip-Hop,106877,4688
1,Pop,International,120189,43594
0,Rock,Rock,35537,50448
1,Instrumental,Rock,75436,75785
0,Folk,Folk,104008,4017
1,Hip-Hop,Pop,142671,87190
1,Pop,Rock,85956,99260
1,Rock,Hip-Hop,74908,97569
1,Hip-Hop,International,36985,59658
1,Instrumental,Pop,110652,153956
1,International,Pop,152254,51265
1,Experimental,International,134643,6385
1,Instrumental,Experimental,139777,43063
1,International,Folk,131950,72046
1,International,Instrumental,59657,75433
1,Electronic,Experimental,140260,7379
1,Folk,Hip-Hop,113359,64516
1,Instrumental,Pop,115473,85596
1,International,Electronic,33422,71508
1,Electronic,International,23016,4102
1,Instrumental,Experimental,131325,86081
1,Electronic,Hip-Hop,110103,24424
1,Instrumental,Rock,131325,96935
1,Hip-Hop,Electronic,24424,72215
1,Rock,Hip-Hop,122088,64517
1,Pop,Experimental,148585,86140
1,Pop,Experimental,148585,44804
1,Rock,Instrumental,112733,113789
1,Electronic,Rock,55786,9559
1,Hip-Hop,Experimental,109686,113203
1,Pop,Hip-Hop,19689,72786
1,Experimental,Pop,109106,27550
1,Electronic,International,108339,113276
1,Pop,Hip-Hop,35608,89847
1,Electronic,International,108339,115269
1,International,Hip-Hop,113271,24424
1,Folk,Pop,116451,126426
1,Electronic,Instrumental,110103,120773
1,Experimental,Electronic,141972,71508
1,Electronic,International,125999,53302
1,International,Pop,53302,67357
1,Instrumental,International,133449,59718
0,Electronic,Electronic,23016,64537
1,Pop,Rock,32336,55714
1,Pop,Instrumental,67760,75429
0,Folk,Folk,109906,67764
1,Pop,Hip-Hop,68355,91309
1,Hip-Hop,Experimental,71253,80611
1,Folk,Hip-Hop,12058,128666
1,International,Hip-Hop,121913,130710
1,Rock,Electronic,19187,93940
0,Instrumental,Instrumental,118068,132678
1,Electronic,Pop,133016,55289
1,Instrumental,Pop,119895,120188
1,International,Hip-Hop,113699,72786
1,Folk,Pop,126489,68355
1,Pop,Instrumental,111389,133441
1,Experimental,Pop,112781,121594
1,Experimental,Pop,11237,90587
1,Experimental,Instrumental,104434,75433
1,Rock,Experimental,106877,46238
1,Pop,Folk,13362,210
1,Rock,Pop,26639,96944
1,International,Experimental,25802,40122
1,Instrumental,Folk,115473,85967
1,Rock,Hip-Hop,137593,89178
1,Folk,Experimental,131900,615
0,Folk,Folk,134981,68854
0,Experimental,Experimental,104434,44799
1,Electronic,Folk,52647,53589
0,International,International,43589,56465
1,Pop,Electronic,39530,85291
0,Pop,Pop,142551,22475
0,Pop,Pop,27550,90589
1,International,Experimental,51992,615
1,International,Rock,152254,48015
0,Pop,Pop,11198,148585
1,Electronic,Folk,114062,72046
1,Instrumental,Hip-Hop,133561,6610
1,Hip-Hop,Pop,11791,22478
0,Hip-Hop,Hip-Hop,6610,91312
1,Pop,Folk,53591,91933
1,Pop,Experimental,111385,134094
0,Instrumental,Instrumental,133440,80515
1,Folk,Pop,10381,68355
1,Hip-Hop,Experimental,103800,125239
1,Pop,Electronic,127181,84198
1,Instrumental,International,103519,54442
0,Pop,Pop,107046,121594
1,International,Pop,19459,46736
1,Folk,Pop,12490,142551
1,Instrumental,International,126018,98348
0,Instrumental,Instrumental,123484,141293
1,Rock,Pop,37592,91162
1,Folk,Rock,136134,26639
1,Electronic,Rock,115722,86419
1,Hip-Hop,Pop,147267,96944
0,Hip-Hop,Hip-Hop,144170,91309
1,International,Hip-Hop,33422,71230
1,Folk,Rock,190,6788
1,Hip-Hop,Rock,110772,137998
1,Folk,International,40244,62189
0,International,International,91183,98300
1,Pop,Rock,121735,26638
1,Rock,Hip-Hop,62337,64517
1,Hip-Hop,Pop,64517,77564
1,Instrumental,Pop,120320,129372
1,Rock,Folk,10668,53589
